id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P048,Campo das Cebolas,1,7,105,77,2023-02-11 22:12:30,38.70888,-9.131141,Estrutura,22,2023-02-11
P037,Rego,1,7,118,45,2023-02-11 22:12:31,38.744582,-9.159954,Estrutura,22,2023-02-11
P034,Avenida Lusíada,1,7,92,58,2023-02-11 22:12:31,38.75214,-9.188309,Superfície,22,2023-02-11
P027,Casal Vistoso,1,7,55,24,2023-02-11 22:12:32,38.742375,-9.128965,Estrutura,22,2023-02-11
P043,Ameixoeira,1,7,71,9,2023-02-11 22:12:30,38.779591,-9.158056,Superfície,22,2023-02-11
P031,Calçada do Combro,1,7,89,89,2023-02-11 22:12:31,38.711188,-9.147541,Estrutura,22,2023-02-11
P028,Chão do Loureiro,1,7,70,36,2023-02-11 22:12:32,38.712416,-9.135017,Estrutura,22,2023-02-11
P030,Combatentes,1,7,30,0,2023-02-11 22:12:32,38.745735,-9.162904,Superfície,22,2023-02-11
P044,Telheiras Nascente,1,7,26,10,2023-02-11 22:12:30,38.761512,-9.164886,Estrutura,22,2023-02-11
P032,Estrada da Luz,1,7,96,7,2023-02-11 22:12:31,38.749827,-9.170943,Superfície,22,2023-02-11
P025,Campo Grande,1,7,88,16,2023-02-11 22:12:32,38.757586,-9.155495,Superfície,22,2023-02-11
P063,Cosme Damião,1,7,133,6,2023-02-11 22:09:37,38.716819,-9.128867,Estrutura,22,2023-02-11
P040,Mercado de Alvalade,1,7,93,52,2023-02-11 22:12:31,38.755424,-9.139498,Superfície,22,2023-02-11
P020,Sousa Pinto,1,7,35,1,2023-02-11 22:12:32,38.724475,-9.157032,"Superfície
",22,2023-02-11
P064,Olivais,1,7,89,8,2023-02-11 22:12:29,38.716819,-9.128867,Estrutura,22,2023-02-11
P033,Lumiar,1,7,56,34,2023-02-11 22:12:31,38.773079,-9.159321,Estrutura,22,2023-02-11
P023,Areeiro,1,7,60,16,2023-02-11 22:12:32,38.744081,-9.132344,Superfície,22,2023-02-11
P061,Parque Vila Maria,1,7,68,49,2023-02-11 22:12:30,38.725041,-9.166372,Estrutura,22,2023-02-11
P035,Parque Mayer,1,7,46,45,2023-02-11 22:12:31,38.719062,-9.145547,Superfície,22,2023-02-11
P024,Belém,1,7,75,12,2023-02-11 22:12:31,38.69723,-9.203909,Superfície,22,2023-02-11
P062,Parque da Graça,1,7,30,1,2023-02-11 22:11:47,38.716819,-9.128867,Estrutura,22,2023-02-11
P016,Universidade,1,7,146,23,2023-02-11 22:12:32,38.750671,-9.158464,Superfície,22,2023-02-11
P057,Manuel Gouveia,1,7,65,33,2023-02-11 22:12:30,38.744327,-9.130995,Estrutura,22,2023-02-11
P058,Campo de Ourique,1,7,54,4,2023-02-11 22:12:30,38.719168,-9.170647,Estrutura,22,2023-02-11
P042,Alcântara,1,7,82,35,2023-02-11 22:12:30,38.706007,-9.175066,Superfície,22,2023-02-11
