id_parque,nome,activo,id_entidade,capacidade_max,ocupacao,data_ocupacao,latitude,longitude,tipo,data_ocupacao_hora,data_ocupacao_data
P048,Campo das Cebolas,1,7,105,44,2023-02-12 17:05:05,38.70888,-9.131141,Estrutura,17,2023-02-12
P037,Rego,1,7,118,45,2023-02-12 17:05:06,38.744582,-9.159954,Estrutura,17,2023-02-12
P034,Avenida Lusíada,1,7,92,78,2023-02-12 17:05:07,38.75214,-9.188309,Superfície,17,2023-02-12
P027,Casal Vistoso,1,7,55,24,2023-02-12 17:05:07,38.742375,-9.128965,Estrutura,17,2023-02-12
P043,Ameixoeira,1,7,71,11,2023-02-12 17:05:06,38.779591,-9.158056,Superfície,17,2023-02-12
P030,Combatentes,1,7,30,1,2023-02-12 17:05:06,38.745735,-9.162904,Superfície,17,2023-02-12
P031,Calçada do Combro,1,7,89,27,2023-02-12 17:05:06,38.711188,-9.147541,Estrutura,17,2023-02-12
P028,Chão do Loureiro,1,7,70,22,2023-02-12 17:05:08,38.712416,-9.135017,Estrutura,17,2023-02-12
P044,Telheiras Nascente,1,7,26,26,2023-02-12 17:05:05,38.761512,-9.164886,Estrutura,17,2023-02-12
P032,Estrada da Luz,1,7,96,8,2023-02-12 17:05:07,38.749827,-9.170943,Superfície,17,2023-02-12
P025,Campo Grande,1,7,88,88,2023-02-12 17:05:07,38.757586,-9.155495,Superfície,17,2023-02-12
P040,Mercado de Alvalade,1,7,93,55,2023-02-12 17:05:05,38.755424,-9.139498,Superfície,17,2023-02-12
P020,Sousa Pinto,1,7,35,1,2023-02-12 17:05:08,38.724475,-9.157032,"Superfície
",17,2023-02-12
P063,Cosme Damião,1,7,133,6,2023-02-12 17:05:08,38.716819,-9.128867,Estrutura,17,2023-02-12
P064,Olivais,1,7,89,44,2023-02-12 17:05:04,38.716819,-9.128867,Estrutura,17,2023-02-12
P033,Lumiar,1,7,56,34,2023-02-12 17:05:07,38.773079,-9.159321,Estrutura,17,2023-02-12
P023,Areeiro,1,7,60,16,2023-02-12 17:05:08,38.744081,-9.132344,Superfície,17,2023-02-12
P061,Parque Vila Maria,1,7,68,41,2023-02-12 17:05:05,38.725041,-9.166372,Estrutura,17,2023-02-12
P035,Parque Mayer,1,7,46,45,2023-02-12 17:05:06,38.719062,-9.145547,Superfície,17,2023-02-12
P024,Belém,1,7,75,74,2023-02-12 17:05:07,38.69723,-9.203909,Superfície,17,2023-02-12
P062,Parque da Graça,1,7,30,5,2023-02-12 17:05:05,38.716819,-9.128867,Estrutura,17,2023-02-12
P016,Universidade,1,7,146,94,2023-02-12 17:05:08,38.750671,-9.158464,Superfície,17,2023-02-12
P057,Manuel Gouveia,1,7,65,25,2023-02-12 17:05:05,38.744327,-9.130995,Estrutura,17,2023-02-12
P058,Campo de Ourique,1,7,54,9,2023-02-12 17:05:05,38.719168,-9.170647,Estrutura,17,2023-02-12
P042,Alcântara,1,7,82,13,2023-02-12 17:05:06,38.706007,-9.175066,Superfície,17,2023-02-12
